,description,genre
984,"[legendary, civil, rights, activist, author, selling, warriors, cry, comes, ardent, profound, childhood, memoir, growing, facing, adversity, jim, crow, south, long, one, little, rock, nine, melba, pattillo, beals, warrior, frustrated, laws, kept, separate, much, unequal, whites, questions, drink, whites, fountain, feel, safe, beyond, even, within, walls, church, adults, told, hold, tongue, patient, know, place, beals, heart, knowledge, true, place, free, one, combined, emotive, drawings, photos, memoir, paints, vivid, picture, beals, powerful, early, journey, road, becoming, champion, equal, rights, acclaimed, journalist, author, recipient, country, highest, recognition, congressional, gold, medal]", Non fiction
985,"[charming, accessible, picture, book, ian, lendler, xanthe, bouma, offer, account, childhood, spoiled, young, prince, siddhartha, got, everything, ever, asked, asked, given, little, sid, sets, journey, discovery, encounters, mysterious, terrifying, tigers, one, annoying, lendler, delightful, prose, bouma, lyrical, artwork, little, sid, weaves, traditional, buddhist, fables, classic, new, tale, mindfulness, meaning, life, awakening, profound, today, years, ago]",Children
986,"[together, mother, emmeline, christabel, pankhurst, women, social, political, union, wspu, founded, soon, regarded, notorious, groupings, campaigning, parliamentary, vote, women, first, class, honours, graduate, law, determined, charismatic, christabel, captivating, orator, revitalised, women, suffrage, campaign, rousing, thousands, women, become, suffragettes, wspu, members, called, demand, rather, ask, politely, democratic, citizenship, rights, supreme, tactician, advocacy, unladylike, tactics, shocked, many, people, political, end, militancy, called, outbreak, war, encouraged, women, engage, war, work, way, win, enfranchisement, four, years, later, enfranchisement, granted, certain, categories, women, aged, thirty, stood, unsuccessfully, election, parliament, member, women, moved, usa, adopted, daughter, successful, career, second, adventist, preacher, writer, however, mainly, remembered, driving, ...]", Non fiction
987,"[guide, superstar, blogger, cuts, crap, show, us, stop, trying, positive, time, truly, become, better, happier, decades, told, positive, thinking, key, happy, rich, life, positivity, mark, manson, says, let, honest, shit, live, wildly, popular, internet, blog, mason, sugarcoat, equivocate, tells, like, dose, raw, refreshing, honest, truth, sorely, lacking, today, subtle, art, giving, antidote, coddling, let, mindset, infected, american, society, spoiled, generation, rewarding, gold, medals, showing, makes, argument, backed, academic, research, poop, jokes, improving, lives, hinges, ability, turn, lemons, lemonade, learning, stomach, lemons, better, human, beings, flawed, everybody, extraordinary, winners, losers, society, fair, fault, manson, advises, us, get, know, limitations, accept, embrace, ...]", Non fiction
988,"[new, york, times, bestseller, badass, book, people, desperately, want, improve, lives, want, get, busted, refreshingly, entertaining, guide, new, york, times, bestselling, author, success, coach, jen, sincero, serves, chapters, full, hilariously, inspiring, stories, sage, advice, easy, exercises, occasional, swear, word, ready, make, serious, changes, around, badass, help, identify, change, beliefs, behaviors, stop, getting, want, blast, past, fears, take, big, exciting, risks, figure, make, damn, money, already, learn, love, others, set, big, goals, reach, basically, show, create, life, totally, love, create, end, badass, understand, love, ca, change, change, love, use, force, kick, serious, wanting, kick, serious, ass, money, department, wan, na, start, ...]",Miscellaneous
989,"[ebook, includes, full, text, book, plus, exclusive, additional, chapter, chip, joanna, found, hardcover, ready, see, fixer, upper, famous, words, synonymous, dynamic, team, chip, joanna, gaines, stars, hgtv, fixer, upper, question, fills, airwaves, anticipation, legions, fans, continue, multiply, ask, different, series, questions, people, secret, success, chip, actually, funny, real, life, renovating, homes, waco, texas, changing, lives, winsome, engaging, way, chip, joanna, become, stars, fixer, upper, become, america, new, best, magnolia, story, first, book, chip, joanna, offering, fans, detailed, look, life, together, first, renovation, project, ever, tackled, together, project, nearly, cost, everything, childhood, memories, shaped, twists, turns, led, life, share, farm, attended, ...]", Non fiction
990,"[want, change, world, start, making, may, admiral, william, mcraven, addressed, graduating, class, university, texas, austin, commencement, day, taking, inspiration, university, slogan, starts, changes, world, shared, ten, principles, learned, navy, seal, training, helped, overcome, challenges, training, long, naval, career, also, throughout, life, explained, anyone, use, basic, lessons, change, mcraven, original, speech, went, viral, million, views, building, core, tenets, laid, speech, mcraven, recounts, tales, life, people, encountered, military, service, dealt, hardship, made, tough, decisions, determination, compassion, honor, courage, told, great, humility, optimism, timeless, book, provides, simple, wisdom, practical, advice, words, encouragement, inspire, readers, achieve, even, life, darkest, moments]", Non fiction
991,"[political, thriller, american, financier, wild, east, russia, murder, principled, young, tax, attorney, dangerous, mission, expose, kremlin, browder, journey, started, south, side, chicago, moved, stanford, business, school, world, hedge, fund, investing, continued, moscow, browder, made, fortune, heading, largest, investment, fund, russia, soviet, union, collapse, exposed, corrupt, oligarchs, robbing, companies, investing, vladimir, putin, turned, expelled, russia, group, law, enforcement, officers, raided, browder, offices, moscow, stole, million, taxes, fund, companies, paid, russian, government, browder, attorney, sergei, magnitsky, investigated, incident, uncovered, sprawling, criminal, enterprise, month, sergei, testified, officials, involved, arrested, thrown, detention, tortured, year, november, led, isolation, chamber, handcuffed, bedrail, beaten, death, eight, guards, ...]", Non fiction
992,"[readers, ages, walks, life, drawn, inspiration, empowerment, elizabeth, gilbert, books, years, beloved, author, digs, deep, generative, process, share, wisdom, unique, perspective, creativity, profound, empathy, radiant, generosity, offers, potent, insights, mysterious, nature, inspiration, asks, us, embrace, curiosity, let, go, needless, suffering, shows, us, tackle, love, face, fear, discusses, attitudes, approaches, habits, need, order, live, creative, lives, balancing, soulful, spirituality, cheerful, pragmatism, gilbert, encourages, us, uncover, strange, jewels, hidden, within, us, whether, looking, write, book, make, art, find, new, ways, address, challenges, work, embark, dream, long, deferred, simply, infuse, everyday, lives, mindfulness, passion, big, magic, cracks, open, world, wonder, joy]", Non fiction
993,"[hrs, minsnightline, anchor, dan, harris, embarks, unexpected, hilarious, deeply, skeptical, odyssey, strange, worlds, spirituality, discovers, way, get, happier, truly, achievable, nationally, televised, panic, attack, good, morning, america, dan, harris, knew, make, changes, lifelong, nonbeliever, found, bizarre, adventure, involving, disgraced, pastor, mysterious, guru, gaggle, brain, scientists, eventually, harris, realized, source, problems, thing, always, thought, greatest, asset, incessant, insatiable, voice, head, propelled, ranks, business, also, led, make, profoundly, stupid, decisions, provoked, voice, head, us, losing, temper, unnecessarily, checking, email, compulsively, eating, hungry, fixating, past, future, expense, present, us, would, assume, stuck, voice, nothing, rein, harris, stumbled, upon, effective, way, far, cry, miracle, ...]", Non fiction
994,"[skin, game, time, original, also, contradictory, sometimes, absurd, let, start, certainly, first, notice, taleb, insist, presenting, views, way, communication, ideas, often, profound, require, condescending, tone, however, brilliant, taleb, thinks, skills, persuasion, severely, lacking, alienating, significant, readership, may, otherwise, receptive, far, book, see, taleb, take, cheap, shots, steven, pinker, nowhere, discussing, topic, nothing, pinker, actual, ideas, positions, one, wonders, taleb, present, ideas, without, incessant, personal, attacks, condescension, overall, philosophy, appears, reviles, intellectuals, professors, thinkers, praising, doers, men, practice, particularly, distrustful, give, advice, living, taleb, avoid, taking, advice, someone, gives, advice, living, unless, penalty, ignore, advice, far, tell, skin, game, work, philosophy, ...]", Non fiction
995,"[everyone, knows, timing, everything, know, much, timing, lives, stream, decisions, start, business, schedule, class, get, serious, person, yet, make, decisions, based, intuition, often, assumed, art, scientific, secrets, perfect, timing, pink, shows, timing, really, rich, trove, research, psychology, biology, economics, pink, reveals, best, live, work, succeed, use, hidden, patterns, day, build, ideal, schedule, certain, breaks, dramatically, improve, student, test, scores, turn, stumbling, beginning, fresh, start, avoid, going, hospital, afternoon, singing, time, people, good, exercise, ideal, time, quit, job, switch, careers, get, married]", Non fiction
